order_id,user_id,city,city_level,brand,product_id,product_type,price,quantity,order_amount,scenario,gender,age_group,member,social_touch,motive,order_date,year
17,100016,洛阳,三线,茶百道,1017,奶茶/芝士/其他,14.82,3,44.46,外卖,女,25-34岁,1,1,尝鲜,2019-02-04,2019
18,100017,汕头,三线,沪上阿姨,1018,燕麦茶,34.25,1,34.25,堂食,女,45岁以上,0,0,尝鲜,2019-03-22,2019
19,100018,南京,二线,奈雪,1019,水果茶,18.42,2,36.84,外卖,女,18-24岁,0,1,品质,2019-05-23,2019
20,100019,深圳,一线,古茗,1020,水果茶,30.47,3,91.41,外卖,女,18-24岁,1,1,品质,2019-01-21,2019
21,100020,株洲,三线,沪上阿姨,1021,轻乳茶,25.39,2,50.78,堂食,女,18-24岁,0,1,品质,2019-08-16,2019
22,100021,武汉,二线,古茗,1022,轻乳茶,32.35,1,32.35,外卖,女,18-24岁,0,0,尝鲜,2019-01-03,2019
23,100022,汕头,三线,蜜雪冰城,1023,水果茶,26.78,2,53.56,外卖,女,25-34岁,0,0,尝鲜,2019-01-08,2019
24,100023,武汉,二线,喜茶,1024,低糖茶饮,23.57,2,47.14,外卖,女,45岁以上,1,0,尝鲜,2019-03-05,2019
25,100024,南京,二线,喜茶,1025,燕麦茶,19.08,3,57.24,外卖,女,18-24岁,1,0,品质,2019-06-08,2019
26,100025,深圳,一线,蜜雪冰城,1026,奶茶/芝士/其他,10.15,1,10.15,外卖,男,25-34岁,0,1,社交,2019-04-10,2019
27,100026,南京,二线,沪上阿姨,1027,低糖茶饮,15.71,1,15.71,自取,女,25-34岁,0,0,品质,2019-01-19,2019
28,100027,重庆,二线,奈雪,1028,低糖茶饮,22.42,2,44.84,外卖,女,25-34岁,0,1,尝鲜,2019-03-08,2019
29,100028,北京,一线,茶百道,1029,低糖茶饮,26.7,2,53.4,自取,男,18-24岁,0,0,品质,2019-05-02,2019
30,100029,杭州,二线,茶百道,1030,燕麦茶,29.1,3,87.3,堂食,女,25-34岁,0,1,品质,2019-07-14,2019
31,100030,上海,一线,喜茶,1031,低糖茶饮,10.88,1,10.88,堂食,男,18-24岁,1,0,社交,2019-01-23,2019
32,100031,广州,一线,喜茶,1032,低糖茶饮,27.03,2,54.06,外卖,男,18-24岁,1,1,尝鲜,2019-03-29,2019
33,100032,株洲,三线,蜜雪冰城,1033,奶茶/芝士/其他,8.77,2,17.54,堂食,男,35-44岁,0,1,品质,2019-07-18,2019
34,100033,西安,二线,喜茶,1034,轻乳茶,8.52,2,17.04,外卖,女,35-44岁,0,0,尝鲜,2019-08-22,2019
35,100034,西安,二线,奈雪,1035,轻乳茶,8.49,3,25.47,外卖,男,35-44岁,0,1,品质,2019-11-30,2019
36,100035,南京,二线,喜茶,1036,轻乳茶,28.53,2,57.06,外卖,男,25-34岁,0,1,品质,2019-03-10,2019
37,100036,株洲,三线,CoCo,1037,低糖茶饮,23.62,3,70.86,外卖,女,45岁以上,1,1,尝鲜,2019-07-30,2019
38,100037,北京,一线,古茗,1038,轻乳茶,13.23,3,39.69,自取,男,18-24岁,0,1,尝鲜,2019-06-24,2019
39,100038,汕头,三线,蜜雪冰城,1039,水果茶,11.15,2,22.3,外卖,男,25-34岁,1,0,品质,2019-11-15,2019
40,100039,北京,一线,喜茶,1040,轻乳茶,13.96,1,13.96,外卖,女,25-34岁,1,1,品质,2019-01-13,2019
41,100040,西安,二线,奈雪,1041,轻乳茶,26.06,3,78.18,堂食,女,25-34岁,0,1,尝鲜,2019-07-06,2019
42,100041,汕头,三线,茶百道,1042,水果茶,15.75,2,31.5,自取,女,18-24岁,1,1,品质,2019-04-24,2019
43,100042,襄阳,三线,CoCo,1043,轻乳茶,10.2,3,30.6,外卖,女,18-24岁,0,0,尝鲜,2019-04-19,2019
44,100043,北京,一线,CoCo,1044,轻乳茶,34.82,1,34.82,外卖,女,35-44岁,1,1,尝鲜,2019-02-19,2019
45,100044,杭州,二线,古茗,1045,低糖茶饮,22.49,1,22.49,外卖,男,25-34岁,0,0,社交,2019-02-04,2019
46,100045,深圳,一线,古茗,1046,燕麦茶,29.04,2,58.08,自取,女,25-34岁,1,0,尝鲜,2019-05-01,2019
47,100046,杭州,二线,茶百道,1047,轻乳茶,11.13,3,33.39,外卖,女,45岁以上,0,0,尝鲜,2019-07-14,2019
48,100047,重庆,二线,蜜雪冰城,1048,低糖茶饮,33.7,3,101.1,外卖,女,25-34岁,1,0,社交,2019-02-15,2019
49,100048,洛阳,三线,古茗,1049,轻乳茶,31.42,3,94.26,外卖,女,25-34岁,1,1,尝鲜,2019-05-11,2019
50,100049,洛阳,三线,喜茶,1050,水果茶,25.09,1,25.09,外卖,男,45岁以上,0,1,尝鲜,2019-06-16,2019
51,100050,上海,一线,其余,1051,低糖茶饮,9.4,2,18.8,外卖,女,18-24岁,0,1,尝鲜,2019-08-19,2019
52,100051,杭州,二线,奈雪,1052,燕麦茶,23.11,2,46.22,外卖,男,18-24岁,1,1,品质,2019-06-20,2019
53,100052,武汉,二线,喜茶,1053,燕麦茶,17.74,2,35.48,外卖,男,25-34岁,1,0,尝鲜,2019-08-24,2019
54,100053,西安,二线,茶百道,1054,轻乳茶,14.72,3,44.16,外卖,女,25-34岁,1,0,品质,2019-07-21,2019
55,100054,深圳,一线,古茗,1055,低糖茶饮,15.79,2,31.58,外卖,男,18-24岁,1,1,社交,2019-06-03,2019
56,100055,成都,二线,茶百道,1056,低糖茶饮,10.97,2,21.94,自取,女,35-44岁,1,1,尝鲜,2019-07-14,2019
57,100056,广州,一线,蜜雪冰城,1057,轻乳茶,13.31,1,13.31,外卖,女,25-34岁,0,1,品质,2019-04-25,2019
58,100057,广州,一线,喜茶,1058,低糖茶饮,13.12,3,39.36,外卖,女,18-24岁,1,1,品质,2019-12-10,2019
59,100058,深圳,一线,奈雪,1059,低糖茶饮,33.84,2,67.68,堂食,男,18-24岁,1,0,尝鲜,2019-10-11,2019
60,100059,南京,二线,茶百道,1060,水果茶,17.42,3,52.26,堂食,女,25-34岁,1,0,品质,2019-05-19,2019
61,100060,上海,一线,奈雪,1061,轻乳茶,10.41,3,31.23,堂食,女,35-44岁,0,1,尝鲜,2019-11-08,2019
62,100061,广州,一线,奈雪,1062,燕麦茶,14.23,1,14.23,外卖,女,35-44岁,0,1,尝鲜,2019-07-10,2019
63,100062,成都,二线,蜜雪冰城,1063,燕麦茶,23.21,3,69.63,堂食,女,18-24岁,1,1,尝鲜,2019-04-08,2019
64,100063,南昌,三线,沪上阿姨,1064,水果茶,8.97,2,17.94,自取,女,35-44岁,0,1,尝鲜,2019-01-30,2019
65,100064,汕头,三线,茶百道,1065,轻乳茶,31.38,2,62.76,外卖,女,18-24岁,0,0,尝鲜,2019-06-13,2019
66,100065,杭州,二线,茶百道,1066,奶茶/芝士/其他,8.46,1,8.46,外卖,男,25-34岁,1,0,社交,2019-10-04,2019
67,100066,广州,一线,茶百道,1067,低糖茶饮,13.33,2,26.66,自取,男,35-44岁,1,1,品质,2019-11-01,2019
68,100067,广州,一线,喜茶,1068,水果茶,23.58,1,23.58,外卖,男,35-44岁,0,0,品质,2019-09-24,2019
69,100068,深圳,一线,其余,1069,低糖茶饮,34.08,1,34.08,外卖,女,45岁以上,0,0,品质,2019-02-16,2019
70,100069,广州,一线,奈雪,1070,燕麦茶,15.98,2,31.96,外卖,男,35-44岁,0,1,尝鲜,2019-12-17,2019
71,100070,南昌,三线,蜜雪冰城,1071,轻乳茶,34.41,3,103.23,外卖,女,35-44岁,0,0,品质,2019-08-16,2019
72,100071,上海,一线,喜茶,1072,水果茶,21.06,2,42.12,外卖,女,35-44岁,1,1,尝鲜,2019-01-30,2019
73,100072,深圳,一线,奈雪,1073,燕麦茶,29.59,2,59.18,外卖,女,25-34岁,1,0,社交,2019-04-27,2019
74,100073,株洲,三线,蜜雪冰城,1074,低糖茶饮,19.31,2,38.62,外卖,男,25-34岁,1,1,品质,2019-01-05,2019
75,100074,洛阳,三线,喜茶,1075,低糖茶饮,28.36,1,28.36,外卖,女,25-34岁,0,1,品质,2019-04-03,2019
76,100075,重庆,二线,奈雪,1076,奶茶/芝士/其他,24.3,2,48.6,堂食,女,18-24岁,0,1,尝鲜,2019-11-29,2019
77,100076,深圳,一线,喜茶,1077,低糖茶饮,9.47,3,28.41,外卖,女,25-34岁,0,0,尝鲜,2019-12-02,2019
78,100077,西安,二线,喜茶,1078,轻乳茶,33.88,2,67.76,外卖,女,25-34岁,1,1,尝鲜,2019-12-03,2019
79,100078,襄阳,三线,奈雪,1079,奶茶/芝士/其他,8.06,2,16.12,堂食,女,25-34岁,1,1,尝鲜,2019-12-08,2019
80,100079,广州,一线,古茗,1080,低糖茶饮,31.25,3,93.75,堂食,女,45岁以上,0,1,尝鲜,2019-01-19,2019
81,100080,西安,二线,喜茶,1081,低糖茶饮,20.51,3,61.53,外卖,女,45岁以上,1,0,尝鲜,2019-05-02,2019
82,100081,南京,二线,奈雪,1082,燕麦茶,26.17,3,78.51,堂食,女,45岁以上,0,0,品质,2019-04-05,2019
83,100082,成都,二线,茶百道,1083,低糖茶饮,23.95,2,47.9,堂食,女,25-34岁,0,1,品质,2019-06-01,2019
84,100083,深圳,一线,蜜雪冰城,1084,水果茶,28.91,2,57.82,自取,女,18-24岁,0,0,品质,2019-10-11,2019
85,100084,重庆,二线,古茗,1085,轻乳茶,27.27,1,27.27,外卖,女,25-34岁,1,0,品质,2019-11-29,2019
86,100085,株洲,三线,古茗,1086,轻乳茶,22.97,2,45.94,外卖,男,18-24岁,1,0,尝鲜,2019-06-21,2019
87,100086,上海,一线,蜜雪冰城,1087,低糖茶饮,32.75,1,32.75,外卖,女,25-34岁,1,0,社交,2019-06-25,2019
88,100087,广州,一线,喜茶,1088,轻乳茶,32.31,3,96.93,自取,女,35-44岁,1,0,品质,2019-12-07,2019
89,100088,杭州,二线,其余,1089,水果茶,14.17,1,14.17,堂食,男,25-34岁,0,0,尝鲜,2019-06-24,2019
90,100089,上海,一线,其余,1090,燕麦茶,34.68,1,34.68,堂食,女,18-24岁,0,0,尝鲜,2019-11-02,2019
91,100090,广州,一线,古茗,1091,轻乳茶,28.4,2,56.8,外卖,男,35-44岁,1,1,尝鲜,2019-10-18,2019
92,100091,株洲,三线,其余,1092,轻乳茶,14.76,1,14.76,堂食,女,45岁以上,0,0,品质,2019-07-31,2019
93,100092,重庆,二线,古茗,1093,轻乳茶,21.17,2,42.34,外卖,男,45岁以上,0,0,品质,2019-09-07,2019
94,100093,杭州,二线,CoCo,1094,轻乳茶,17.54,3,52.62,堂食,女,25-34岁,0,1,尝鲜,2019-11-10,2019
95,100094,汕头,三线,蜜雪冰城,1095,低糖茶饮,8.58,1,8.58,外卖,女,25-34岁,1,0,尝鲜,2019-03-18,2019
96,100095,上海,一线,茶百道,1096,轻乳茶,20.63,3,61.89,外卖,女,18-24岁,0,1,尝鲜,2019-08-07,2019
97,100096,深圳,一线,茶百道,1097,轻乳茶,28.46,2,56.92,外卖,男,25-34岁,1,0,品质,2019-04-30,2019
98,100097,襄阳,三线,喜茶,1098,奶茶/芝士/其他,21.41,1,21.41,堂食,男,18-24岁,1,0,社交,2019-11-01,2019
99,100098,桂林,三线,蜜雪冰城,1099,轻乳茶,16.78,1,16.78,外卖,女,18-24岁,0,1,品质,2019-10-13,2019
100,100099,深圳,一线,喜茶,1100,燕麦茶,22.25,2,44.5,外卖,男,35-44岁,1,1,社交,2019-03-31,2019
101,100100,上海,一线,古茗,1101,低糖茶饮,18.43,2,36.86,自取,女,18-24岁,0,1,社交,2019-12-19,2019
102,100101,南京,二线,古茗,1102,低糖茶饮,17.12,3,51.36,堂食,男,18-24岁,1,0,尝鲜,2019-09-03,2019
103,100102,上海,一线,茶百道,1103,奶茶/芝士/其他,29.46,1,29.46,堂食,女,25-34岁,0,1,尝鲜,2019-03-29,2019
104,100103,上海,一线,古茗,1104,低糖茶饮,24.53,3,73.59,外卖,女,25-34岁,0,0,社交,2019-09-02,2019
105,100104,上海,一线,奈雪,1105,水果茶,30.43,1,30.43,堂食,女,18-24岁,0,0,品质,2019-11-22,2019
106,100105,南京,二线,奈雪,1106,低糖茶饮,11.23,1,11.23,堂食,女,18-24岁,0,0,社交,2019-06-13,2019
107,100106,深圳,一线,奈雪,1107,轻乳茶,24.03,2,48.06,堂食,女,25-34岁,1,0,尝鲜,2019-01-20,2019
108,100107,南京,二线,奈雪,1108,轻乳茶,9.53,1,9.53,外卖,女,35-44岁,0,0,尝鲜,2019-10-03,2019
109,100108,西安,二线,古茗,1109,奶茶/芝士/其他,34.89,2,69.78,堂食,女,35-44岁,1,1,社交,2019-11-14,2019
110,100109,洛阳,三线,CoCo,1110,奶茶/芝士/其他,9.39,1,9.39,堂食,女,35-44岁,0,0,品质,2019-05-18,2019
111,100110,汕头,三线,奈雪,1111,轻乳茶,20.52,3,61.56,自取,女,25-34岁,0,1,品质,2019-09-23,2019
112,100111,成都,二线,奈雪,1112,水果茶,25.19,1,25.19,堂食,女,25-34岁,1,1,品质,2019-02-19,2019
113,100112,成都,二线,沪上阿姨,1113,水果茶,18.9,2,37.8,堂食,男,25-34岁,0,0,社交,2019-01-11,2019
114,100113,北京,一线,古茗,1114,轻乳茶,13.65,3,40.95,外卖,女,18-24岁,1,1,尝鲜,2019-01-07,2019
115,100114,杭州,二线,奈雪,1115,轻乳茶,17.64,3,52.92,外卖,男,35-44岁,1,1,品质,2019-02-16,2019
116,100115,汕头,三线,茶百道,1116,奶茶/芝士/其他,28.0,1,28.0,外卖,女,18-24岁,0,1,社交,2019-04-14,2019
117,100116,深圳,一线,古茗,1117,燕麦茶,30.59,3,91.77,自取,女,25-34岁,1,1,品质,2019-04-04,2019
118,100117,北京,一线,喜茶,1118,水果茶,18.63,3,55.89,堂食,男,18-24岁,0,1,尝鲜,2019-04-10,2019
119,100118,深圳,一线,蜜雪冰城,1119,水果茶,9.5,2,19.0,自取,女,35-44岁,1,0,品质,2019-07-02,2019
120,100119,武汉,二线,古茗,1120,轻乳茶,17.86,2,35.72,自取,男,18-24岁,0,0,社交,2019-08-25,2019
121,100120,广州,一线,古茗,1121,低糖茶饮,23.83,2,47.66,外卖,女,45岁以上,0,1,品质,2019-11-19,2019
122,100121,广州,一线,喜茶,1122,奶茶/芝士/其他,32.79,2,65.58,外卖,女,18-24岁,0,0,尝鲜,2019-02-23,2019
123,100122,成都,二线,茶百道,1123,低糖茶饮,32.52,2,65.04,外卖,男,45岁以上,0,0,社交,2019-03-01,2019
124,100123,成都,二线,茶百道,1124,奶茶/芝士/其他,29.51,1,29.51,堂食,女,25-34岁,0,0,品质,2019-11-18,2019
125,100124,成都,二线,奈雪,1125,水果茶,18.92,3,56.76,堂食,女,35-44岁,0,0,品质,2019-08-06,2019
126,100125,成都,二线,CoCo,1126,轻乳茶,34.11,3,102.33,堂食,男,25-34岁,0,1,尝鲜,2019-08-16,2019
127,100126,南京,二线,沪上阿姨,1127,燕麦茶,14.3,2,28.6,外卖,女,25-34岁,1,0,社交,2019-11-25,2019
128,100127,南京,二线,蜜雪冰城,1128,燕麦茶,33.4,2,66.8,外卖,女,18-24岁,1,1,尝鲜,2019-03-14,2019
129,100128,成都,二线,奈雪,1129,低糖茶饮,17.69,2,35.38,堂食,男,18-24岁,1,0,社交,2019-07-25,2019
130,100129,深圳,一线,茶百道,1130,燕麦茶,27.93,2,55.86,堂食,男,35-44岁,1,0,尝鲜,2019-07-05,2019
131,100130,西安,二线,喜茶,1131,水果茶,33.16,2,66.32,堂食,女,18-24岁,1,1,品质,2019-02-10,2019
132,100131,西安,二线,喜茶,1132,燕麦茶,22.04,3,66.12,外卖,男,25-34岁,1,1,尝鲜,2019-01-13,2019
133,100132,深圳,一线,奈雪,1133,低糖茶饮,26.15,2,52.3,堂食,男,25-34岁,0,1,社交,2019-06-05,2019
134,100133,北京,一线,CoCo,1134,燕麦茶,15.23,2,30.46,外卖,女,25-34岁,0,0,品质,2019-06-22,2019
135,100134,成都,二线,喜茶,1135,轻乳茶,16.44,3,49.32,外卖,男,18-24岁,1,1,品质,2019-12-12,2019
136,100135,广州,一线,古茗,1136,低糖茶饮,26.46,2,52.92,外卖,女,25-34岁,0,1,尝鲜,2019-06-04,2019
137,100136,广州,一线,古茗,1137,轻乳茶,34.91,2,69.82,自取,女,18-24岁,1,1,尝鲜,2019-09-17,2019
138,100137,成都,二线,奈雪,1138,低糖茶饮,18.77,2,37.54,外卖,女,18-24岁,0,0,社交,2019-02-09,2019
139,100138,北京,一线,喜茶,1139,水果茶,13.34,3,40.02,外卖,女,25-34岁,1,1,尝鲜,2019-04-09,2019
140,100139,成都,二线,其余,1140,低糖茶饮,18.99,2,37.98,外卖,女,35-44岁,1,1,品质,2019-12-15,2019
141,100140,武汉,二线,奈雪,1141,轻乳茶,32.59,1,32.59,自取,女,18-24岁,1,1,尝鲜,2019-05-01,2019
142,100141,桂林,三线,古茗,1142,轻乳茶,16.69,1,16.69,自取,男,45岁以上,1,0,尝鲜,2019-12-06,2019
143,100142,西安,二线,茶百道,1143,燕麦茶,17.1,2,34.2,自取,男,25-34岁,0,1,尝鲜,2019-04-21,2019
144,100143,株洲,三线,沪上阿姨,1144,轻乳茶,20.55,3,61.65,外卖,女,35-44岁,1,0,尝鲜,2019-11-22,2019
145,100144,成都,二线,古茗,1145,燕麦茶,20.95,2,41.9,外卖,女,45岁以上,1,1,品质,2019-12-03,2019
146,100145,重庆,二线,蜜雪冰城,1146,轻乳茶,18.07,3,54.21,外卖,男,25-34岁,0,0,尝鲜,2019-07-16,2019
147,100146,深圳,一线,喜茶,1147,奶茶/芝士/其他,8.99,3,26.97,堂食,女,18-24岁,1,0,尝鲜,2019-09-21,2019
148,100147,桂林,三线,茶百道,1148,水果茶,25.22,1,25.22,外卖,女,35-44岁,0,0,尝鲜,2019-09-30,2019
149,100148,北京,一线,蜜雪冰城,1149,低糖茶饮,33.34,1,33.34,自取,男,25-34岁,1,1,品质,2019-10-27,2019
150,100149,武汉,二线,奈雪,1150,低糖茶饮,11.37,2,22.74,外卖,男,18-24岁,0,1,社交,2019-08-24,2019
151,100150,武汉,二线,茶百道,1151,水果茶,31.72,3,95.16,自取,女,18-24岁,0,1,品质,2019-03-30,2019
152,100151,西安,二线,茶百道,1152,低糖茶饮,31.85,2,63.7,外卖,女,35-44岁,0,1,尝鲜,2019-01-17,2019
153,100152,上海,一线,CoCo,1153,低糖茶饮,32.64,2,65.28,外卖,男,25-34岁,1,1,尝鲜,2019-10-02,2019
154,100153,南昌,三线,奈雪,1154,低糖茶饮,21.7,3,65.1,外卖,女,35-44岁,0,0,尝鲜,2019-09-18,2019
155,100154,西安,二线,蜜雪冰城,1155,奶茶/芝士/其他,26.55,2,53.1,外卖,男,25-34岁,1,0,社交,2019-08-16,2019
156,100155,南京,二线,奈雪,1156,水果茶,26.53,2,53.06,外卖,男,25-34岁,1,0,社交,2019-03-25,2019
157,100156,重庆,二线,茶百道,1157,奶茶/芝士/其他,29.09,2,58.18,堂食,女,35-44岁,1,1,品质,2019-12-09,2019
158,100157,武汉,二线,喜茶,1158,低糖茶饮,22.06,1,22.06,外卖,男,45岁以上,0,0,社交,2019-06-22,2019
159,100158,成都,二线,喜茶,1159,低糖茶饮,16.63,3,49.89,外卖,女,25-34岁,1,0,尝鲜,2019-05-10,2019
160,100159,襄阳,三线,沪上阿姨,1160,奶茶/芝士/其他,22.81,2,45.62,自取,女,25-34岁,1,0,品质,2019-04-29,2019
161,100160,成都,二线,古茗,1161,低糖茶饮,30.6,1,30.6,外卖,女,25-34岁,1,0,社交,2019-09-09,2019
162,100161,广州,一线,奈雪,1162,水果茶,16.51,3,49.53,外卖,男,18-24岁,1,0,尝鲜,2019-03-27,2019
163,100162,广州,一线,茶百道,1163,低糖茶饮,29.79,1,29.79,外卖,女,35-44岁,1,1,品质,2019-06-02,2019
164,100163,深圳,一线,蜜雪冰城,1164,水果茶,31.13,2,62.26,外卖,男,25-34岁,1,1,品质,2019-04-09,2019
165,100164,洛阳,三线,蜜雪冰城,1165,低糖茶饮,30.08,1,30.08,堂食,女,25-34岁,0,0,社交,2019-03-28,2019
166,100165,广州,一线,茶百道,1166,轻乳茶,29.59,2,59.18,外卖,男,45岁以上,1,1,尝鲜,2019-11-08,2019
167,100166,南京,二线,奈雪,1167,燕麦茶,11.58,2,23.16,外卖,女,25-34岁,1,0,尝鲜,2019-05-16,2019
168,100167,广州,一线,蜜雪冰城,1168,奶茶/芝士/其他,9.46,2,18.92,自取,女,25-34岁,1,1,尝鲜,2019-02-09,2019
169,100168,成都,二线,奈雪,1169,轻乳茶,34.62,2,69.24,外卖,女,35-44岁,0,1,尝鲜,2019-01-11,2019
170,100169,武汉,二线,奈雪,1170,轻乳茶,26.11,1,26.11,外卖,女,25-34岁,1,0,社交,2019-07-09,2019
171,100170,上海,一线,喜茶,1171,低糖茶饮,15.83,3,47.49,外卖,女,18-24岁,0,1,社交,2019-12-26,2019
172,100171,西安,二线,古茗,1172,水果茶,30.44,3,91.32,堂食,女,35-44岁,0,1,社交,2019-01-29,2019
173,100172,重庆,二线,古茗,1173,燕麦茶,12.36,3,37.08,外卖,女,25-34岁,0,0,尝鲜,2019-05-19,2019
174,100173,上海,一线,蜜雪冰城,1174,轻乳茶,15.3,2,30.6,外卖,女,35-44岁,1,1,品质,2019-05-13,2019
175,100174,深圳,一线,奈雪,1175,奶茶/芝士/其他,14.24,1,14.24,外卖,女,35-44岁,0,1,品质,2019-09-13,2019
176,100175,株洲,三线,奈雪,1176,燕麦茶,19.48,1,19.48,自取,女,18-24岁,0,1,尝鲜,2019-12-28,2019
177,100176,广州,一线,喜茶,1177,奶茶/芝士/其他,10.91,2,21.82,自取,女,18-24岁,1,0,尝鲜,2019-11-05,2019
178,100177,上海,一线,沪上阿姨,1178,轻乳茶,20.62,3,61.86,自取,男,18-24岁,0,0,社交,2019-01-10,2019
179,100178,北京,一线,蜜雪冰城,1179,奶茶/芝士/其他,31.9,2,63.8,外卖,女,25-34岁,1,0,尝鲜,2019-02-18,2019
180,100179,广州,一线,茶百道,1180,低糖茶饮,8.37,1,8.37,外卖,男,18-24岁,1,1,社交,2019-06-03,2019
181,100180,深圳,一线,其余,1181,水果茶,21.41,1,21.41,堂食,女,35-44岁,1,1,尝鲜,2019-04-16,2019
182,100181,北京,一线,古茗,1182,燕麦茶,29.37,2,58.74,外卖,男,25-34岁,0,1,尝鲜,2019-05-03,2019
183,100182,株洲,三线,茶百道,1183,水果茶,18.88,1,18.88,外卖,女,45岁以上,1,0,尝鲜,2019-07-25,2019
184,100183,南京,二线,古茗,1184,燕麦茶,24.62,2,49.24,外卖,女,25-34岁,0,0,品质,2019-05-08,2019
185,100184,桂林,三线,古茗,1185,水果茶,16.24,3,48.72,外卖,女,25-34岁,0,0,品质,2019-10-30,2019
186,100185,武汉,二线,茶百道,1186,水果茶,31.86,3,95.58,外卖,女,45岁以上,0,1,尝鲜,2019-02-18,2019
187,100186,杭州,二线,其余,1187,低糖茶饮,20.63,3,61.89,外卖,女,25-34岁,1,0,品质,2019-12-24,2019
188,100187,南京,二线,古茗,1188,低糖茶饮,11.29,3,33.87,外卖,女,18-24岁,0,0,尝鲜,2019-01-22,2019
189,100188,西安,二线,奈雪,1189,低糖茶饮,10.48,2,20.96,外卖,女,18-24岁,1,0,品质,2019-11-12,2019
190,100189,广州,一线,沪上阿姨,1190,燕麦茶,14.79,3,44.37,堂食,女,18-24岁,0,1,尝鲜,2019-12-14,2019
191,100190,成都,二线,喜茶,1191,燕麦茶,18.56,1,18.56,堂食,女,25-34岁,1,0,品质,2019-04-01,2019
192,100191,桂林,三线,茶百道,1192,燕麦茶,30.88,2,61.76,堂食,女,35-44岁,0,0,品质,2019-06-08,2019
193,100192,北京,一线,古茗,1193,燕麦茶,23.4,3,70.2,外卖,男,45岁以上,1,0,品质,2019-09-03,2019
194,100193,南昌,三线,蜜雪冰城,1194,燕麦茶,16.28,3,48.84,堂食,女,35-44岁,1,1,品质,2019-05-08,2019
195,100194,深圳,一线,茶百道,1195,水果茶,20.56,1,20.56,外卖,女,35-44岁,1,1,品质,2019-08-13,2019
196,100195,上海,一线,奈雪,1196,轻乳茶,26.43,3,79.29,外卖,女,25-34岁,0,0,品质,2019-05-18,2019
197,100196,北京,一线,奈雪,1197,燕麦茶,20.59,3,61.77,外卖,女,25-34岁,0,1,品质,2019-02-21,2019
198,100197,西安,二线,喜茶,1198,奶茶/芝士/其他,32.04,1,32.04,堂食,男,18-24岁,1,1,尝鲜,2019-03-14,2019
199,100198,重庆,二线,沪上阿姨,1199,燕麦茶,20.66,3,61.98,外卖,男,25-34岁,1,1,尝鲜,2019-05-20,2019
200,100199,成都,二线,喜茶,1200,轻乳茶,12.97,1,12.97,外卖,女,35-44岁,1,1,品质,2019-06-18,2019
201,100200,上海,一线,蜜雪冰城,1201,水果茶,14.27,3,42.81,外卖,男,18-24岁,1,0,社交,2019-08-27,2019
202,100201,株洲,三线,茶百道,1202,水果茶,16.7,1,16.7,外卖,女,18-24岁,1,1,尝鲜,2019-12-14,2019
203,100202,深圳,一线,奈雪,1203,水果茶,28.83,1,28.83,堂食,男,18-24岁,1,1,品质,2019-07-13,2019
204,100203,杭州,二线,古茗,1204,奶茶/芝士/其他,9.93,2,19.86,自取,女,45岁以上,0,1,尝鲜,2019-01-12,2019
