order_id,city,city_level,brand,product_type,price,quantity,order_amount,scenario,gender,age_group,motive,year
82,南京,2nd-tier,奈雪,Oat Milk Tea,26.17,3,78.51,Dine-in,female,Over 45,Quality,2019
83,成都,2nd-tier,茶百道,Low-Sugar Tea Drinks,23.95,2,47.9,Dine-in,female,25-34,Quality,2019
84,深圳,1st-tier,蜜雪冰城,Fruit Tea,28.91,2,57.82,Pick-up,female,18-24,Quality,2019
85,重庆,2nd-tier,古茗,Light Milk Tea,27.27,1,27.27,Delivery,female,25-34,Quality,2019
86,株洲,3rd-tier,古茗,Light Milk Tea,22.97,2,45.94,Delivery,male,18-24,Novelty,2019
87,上海,1st-tier,蜜雪冰城,Low-Sugar Tea Drinks,32.75,1,32.75,Delivery,female,25-34,Social,2019
88,广州,1st-tier,喜茶,Light Milk Tea,32.31,3,96.93,Pick-up,female,35-44,Quality,2019
89,杭州,2nd-tier,其余（Others）,Fruit Tea,14.17,1,14.17,Dine-in,male,25-34,Novelty,2019
90,上海,1st-tier,其余（Others）,Oat Milk Tea,34.68,1,34.68,Dine-in,female,18-24,Novelty,2019
91,广州,1st-tier,古茗,Light Milk Tea,28.4,2,56.8,Delivery,male,35-44,Novelty,2019
92,株洲,3rd-tier,其余（Others）,Light Milk Tea,14.76,1,14.76,Dine-in,female,Over 45,Quality,2019
93,重庆,2nd-tier,古茗,Light Milk Tea,21.17,2,42.34,Delivery,male,Over 45,Quality,2019
94,杭州,2nd-tier,CoCo,Light Milk Tea,17.54,3,52.62,Dine-in,female,25-34,Novelty,2019
95,汕头,3rd-tier,蜜雪冰城,Low-Sugar Tea Drinks,8.58,1,8.58,Delivery,female,25-34,Novelty,2019
96,上海,1st-tier,茶百道,Light Milk Tea,20.63,3,61.89,Delivery,female,18-24,Novelty,2019
97,深圳,1st-tier,茶百道,Light Milk Tea,28.46,2,56.92,Delivery,male,25-34,Quality,2019
98,襄阳,3rd-tier,喜茶,Milk Tea / Cheese Foam / Others,21.41,1,21.41,Dine-in,male,18-24,Social,2019
99,桂林,3rd-tier,蜜雪冰城,Light Milk Tea,16.78,1,16.78,Delivery,female,18-24,Quality,2019
100,深圳,1st-tier,喜茶,Oat Milk Tea,22.25,2,44.5,Delivery,male,35-44,Social,2019
101,上海,1st-tier,古茗,Low-Sugar Tea Drinks,18.43,2,36.86,Pick-up,female,18-24,Social,2019
102,南京,2nd-tier,古茗,Low-Sugar Tea Drinks,17.12,3,51.36,Dine-in,male,18-24,Novelty,2019
103,上海,1st-tier,茶百道,Milk Tea / Cheese Foam / Others,29.46,1,29.46,Dine-in,female,25-34,Novelty,2019
104,上海,1st-tier,古茗,Low-Sugar Tea Drinks,24.53,3,73.59,Delivery,female,25-34,Social,2019
105,上海,1st-tier,奈雪,Fruit Tea,30.43,1,30.43,Dine-in,female,18-24,Quality,2019
106,南京,2nd-tier,奈雪,Low-Sugar Tea Drinks,11.23,1,11.23,Dine-in,female,18-24,Social,2019
107,深圳,1st-tier,奈雪,Light Milk Tea,24.03,2,48.06,Dine-in,female,25-34,Novelty,2019
108,南京,2nd-tier,奈雪,Light Milk Tea,9.53,1,9.53,Delivery,female,35-44,Novelty,2019
109,西安,2nd-tier,古茗,Milk Tea / Cheese Foam / Others,34.89,2,69.78,Dine-in,female,35-44,Social,2019
110,洛阳,3rd-tier,CoCo,Milk Tea / Cheese Foam / Others,9.39,1,9.39,Dine-in,female,35-44,Quality,2019
111,汕头,3rd-tier,奈雪,Light Milk Tea,20.52,3,61.56,Pick-up,female,25-34,Quality,2019
112,成都,2nd-tier,奈雪,Fruit Tea,25.19,1,25.19,Dine-in,female,25-34,Quality,2019
113,成都,2nd-tier,沪上阿姨,Fruit Tea,18.9,2,37.8,Dine-in,male,25-34,Social,2019
114,北京,1st-tier,古茗,Light Milk Tea,13.65,3,40.95,Delivery,female,18-24,Novelty,2019
115,杭州,2nd-tier,奈雪,Light Milk Tea,17.64,3,52.92,Delivery,male,35-44,Quality,2019
116,汕头,3rd-tier,茶百道,Milk Tea / Cheese Foam / Others,28.0,1,28.0,Delivery,female,18-24,Social,2019
117,深圳,1st-tier,古茗,Oat Milk Tea,30.59,3,91.77,Pick-up,female,25-34,Quality,2019
118,北京,1st-tier,喜茶,Fruit Tea,18.63,3,55.89,Dine-in,male,18-24,Novelty,2019
119,深圳,1st-tier,蜜雪冰城,Fruit Tea,9.5,2,19.0,Pick-up,female,35-44,Quality,2019
120,武汉,2nd-tier,古茗,Light Milk Tea,17.86,2,35.72,Pick-up,male,18-24,Social,2019
121,广州,1st-tier,古茗,Low-Sugar Tea Drinks,23.83,2,47.66,Delivery,female,Over 45,Quality,2019
122,广州,1st-tier,喜茶,Milk Tea / Cheese Foam / Others,32.79,2,65.58,Delivery,female,18-24,Novelty,2019
123,成都,2nd-tier,茶百道,Low-Sugar Tea Drinks,32.52,2,65.04,Delivery,male,Over 45,Social,2019
124,成都,2nd-tier,茶百道,Milk Tea / Cheese Foam / Others,29.51,1,29.51,Dine-in,female,25-34,Quality,2019
125,成都,2nd-tier,奈雪,Fruit Tea,18.92,3,56.76,Dine-in,female,35-44,Quality,2019
126,成都,2nd-tier,CoCo,Light Milk Tea,34.11,3,102.33,Dine-in,male,25-34,Novelty,2019
127,南京,2nd-tier,沪上阿姨,Oat Milk Tea,14.3,2,28.6,Delivery,female,25-34,Social,2019
128,南京,2nd-tier,蜜雪冰城,Oat Milk Tea,33.4,2,66.8,Delivery,female,18-24,Novelty,2019
129,成都,2nd-tier,奈雪,Low-Sugar Tea Drinks,17.69,2,35.38,Dine-in,male,18-24,Social,2019
130,深圳,1st-tier,茶百道,Oat Milk Tea,27.93,2,55.86,Dine-in,male,35-44,Novelty,2019
131,西安,2nd-tier,喜茶,Fruit Tea,33.16,2,66.32,Dine-in,female,18-24,Quality,2019
132,西安,2nd-tier,喜茶,Oat Milk Tea,22.04,3,66.12,Delivery,male,25-34,Novelty,2019
133,深圳,1st-tier,奈雪,Low-Sugar Tea Drinks,26.15,2,52.3,Dine-in,male,25-34,Social,2019
134,北京,1st-tier,CoCo,Oat Milk Tea,15.23,2,30.46,Delivery,female,25-34,Quality,2019
135,成都,2nd-tier,喜茶,Light Milk Tea,16.44,3,49.32,Delivery,male,18-24,Quality,2019
136,广州,1st-tier,古茗,Low-Sugar Tea Drinks,26.46,2,52.92,Delivery,female,25-34,Novelty,2019
137,广州,1st-tier,古茗,Light Milk Tea,34.91,2,69.82,Pick-up,female,18-24,Novelty,2019
138,成都,2nd-tier,奈雪,Low-Sugar Tea Drinks,18.77,2,37.54,Delivery,female,18-24,Social,2019
139,北京,1st-tier,喜茶,Fruit Tea,13.34,3,40.02,Delivery,female,25-34,Novelty,2019
140,成都,2nd-tier,其余（Others）,Low-Sugar Tea Drinks,18.99,2,37.98,Delivery,female,35-44,Quality,2019
141,武汉,2nd-tier,奈雪,Light Milk Tea,32.59,1,32.59,Pick-up,female,18-24,Novelty,2019
142,桂林,3rd-tier,古茗,Light Milk Tea,16.69,1,16.69,Pick-up,male,Over 45,Novelty,2019
143,西安,2nd-tier,茶百道,Oat Milk Tea,17.1,2,34.2,Pick-up,male,25-34,Novelty,2019
144,株洲,3rd-tier,沪上阿姨,Light Milk Tea,20.55,3,61.65,Delivery,female,35-44,Novelty,2019
145,成都,2nd-tier,古茗,Oat Milk Tea,20.95,2,41.9,Delivery,female,Over 45,Quality,2019
146,重庆,2nd-tier,蜜雪冰城,Light Milk Tea,18.07,3,54.21,Delivery,male,25-34,Novelty,2019
147,深圳,1st-tier,喜茶,Milk Tea / Cheese Foam / Others,8.99,3,26.97,Dine-in,female,18-24,Novelty,2019
148,桂林,3rd-tier,茶百道,Fruit Tea,25.22,1,25.22,Delivery,female,35-44,Novelty,2019
149,北京,1st-tier,蜜雪冰城,Low-Sugar Tea Drinks,33.34,1,33.34,Pick-up,male,25-34,Quality,2019
150,武汉,2nd-tier,奈雪,Low-Sugar Tea Drinks,11.37,2,22.74,Delivery,male,18-24,Social,2019
151,武汉,2nd-tier,茶百道,Fruit Tea,31.72,3,95.16,Pick-up,female,18-24,Quality,2019
152,西安,2nd-tier,茶百道,Low-Sugar Tea Drinks,31.85,2,63.7,Delivery,female,35-44,Novelty,2019
153,上海,1st-tier,CoCo,Low-Sugar Tea Drinks,32.64,2,65.28,Delivery,male,25-34,Novelty,2019
154,南昌,3rd-tier,奈雪,Low-Sugar Tea Drinks,21.7,3,65.1,Delivery,female,35-44,Novelty,2019
155,西安,2nd-tier,蜜雪冰城,Milk Tea / Cheese Foam / Others,26.55,2,53.1,Delivery,male,25-34,Social,2019
156,南京,2nd-tier,奈雪,Fruit Tea,26.53,2,53.06,Delivery,male,25-34,Social,2019
157,重庆,2nd-tier,茶百道,Milk Tea / Cheese Foam / Others,29.09,2,58.18,Dine-in,female,35-44,Quality,2019
158,武汉,2nd-tier,喜茶,Low-Sugar Tea Drinks,22.06,1,22.06,Delivery,male,Over 45,Social,2019
159,成都,2nd-tier,喜茶,Low-Sugar Tea Drinks,16.63,3,49.89,Delivery,female,25-34,Novelty,2019
160,襄阳,3rd-tier,沪上阿姨,Milk Tea / Cheese Foam / Others,22.81,2,45.62,Pick-up,female,25-34,Quality,2019
161,成都,2nd-tier,古茗,Low-Sugar Tea Drinks,30.6,1,30.6,Delivery,female,25-34,Social,2019
162,广州,1st-tier,奈雪,Fruit Tea,16.51,3,49.53,Delivery,male,18-24,Novelty,2019
163,广州,1st-tier,茶百道,Low-Sugar Tea Drinks,29.79,1,29.79,Delivery,female,35-44,Quality,2019
164,深圳,1st-tier,蜜雪冰城,Fruit Tea,31.13,2,62.26,Delivery,male,25-34,Quality,2019
165,洛阳,3rd-tier,蜜雪冰城,Low-Sugar Tea Drinks,30.08,1,30.08,Dine-in,female,25-34,Social,2019
166,广州,1st-tier,茶百道,Light Milk Tea,29.59,2,59.18,Delivery,male,Over 45,Novelty,2019
167,南京,2nd-tier,奈雪,Oat Milk Tea,11.58,2,23.16,Delivery,female,25-34,Novelty,2019
168,广州,1st-tier,蜜雪冰城,Milk Tea / Cheese Foam / Others,9.46,2,18.92,Pick-up,female,25-34,Novelty,2019
169,成都,2nd-tier,奈雪,Light Milk Tea,34.62,2,69.24,Delivery,female,35-44,Novelty,2019
170,武汉,2nd-tier,奈雪,Light Milk Tea,26.11,1,26.11,Delivery,female,25-34,Social,2019
171,上海,1st-tier,喜茶,Low-Sugar Tea Drinks,15.83,3,47.49,Delivery,female,18-24,Social,2019
172,西安,2nd-tier,古茗,Fruit Tea,30.44,3,91.32,Dine-in,female,35-44,Social,2019
173,重庆,2nd-tier,古茗,Oat Milk Tea,12.36,3,37.08,Delivery,female,25-34,Novelty,2019
174,上海,1st-tier,蜜雪冰城,Light Milk Tea,15.3,2,30.6,Delivery,female,35-44,Quality,2019
175,深圳,1st-tier,奈雪,Milk Tea / Cheese Foam / Others,14.24,1,14.24,Delivery,female,35-44,Quality,2019
176,株洲,3rd-tier,奈雪,Oat Milk Tea,19.48,1,19.48,Pick-up,female,18-24,Novelty,2019
177,广州,1st-tier,喜茶,Milk Tea / Cheese Foam / Others,10.91,2,21.82,Pick-up,female,18-24,Novelty,2019
178,上海,1st-tier,沪上阿姨,Light Milk Tea,20.62,3,61.86,Pick-up,male,18-24,Social,2019
179,北京,1st-tier,蜜雪冰城,Milk Tea / Cheese Foam / Others,31.9,2,63.8,Delivery,female,25-34,Novelty,2019
180,广州,1st-tier,茶百道,Low-Sugar Tea Drinks,8.37,1,8.37,Delivery,male,18-24,Social,2019
181,深圳,1st-tier,其余（Others）,Fruit Tea,21.41,1,21.41,Dine-in,female,35-44,Novelty,2019
182,北京,1st-tier,古茗,Oat Milk Tea,29.37,2,58.74,Delivery,male,25-34,Novelty,2019
183,株洲,3rd-tier,茶百道,Fruit Tea,18.88,1,18.88,Delivery,female,Over 45,Novelty,2019
184,南京,2nd-tier,古茗,Oat Milk Tea,24.62,2,49.24,Delivery,female,25-34,Quality,2019
185,桂林,3rd-tier,古茗,Fruit Tea,16.24,3,48.72,Delivery,female,25-34,Quality,2019
186,武汉,2nd-tier,茶百道,Fruit Tea,31.86,3,95.58,Delivery,female,Over 45,Novelty,2019
187,杭州,2nd-tier,其余（Others）,Low-Sugar Tea Drinks,20.63,3,61.89,Delivery,female,25-34,Quality,2019
188,南京,2nd-tier,古茗,Low-Sugar Tea Drinks,11.29,3,33.87,Delivery,female,18-24,Novelty,2019
189,西安,2nd-tier,奈雪,Low-Sugar Tea Drinks,10.48,2,20.96,Delivery,female,18-24,Quality,2019
190,广州,1st-tier,沪上阿姨,Oat Milk Tea,14.79,3,44.37,Dine-in,female,18-24,Novelty,2019
191,成都,2nd-tier,喜茶,Oat Milk Tea,18.56,1,18.56,Dine-in,female,25-34,Quality,2019
192,桂林,3rd-tier,茶百道,Oat Milk Tea,30.88,2,61.76,Dine-in,female,35-44,Quality,2019
193,北京,1st-tier,古茗,Oat Milk Tea,23.4,3,70.2,Delivery,male,Over 45,Quality,2019
194,南昌,3rd-tier,蜜雪冰城,Oat Milk Tea,16.28,3,48.84,Dine-in,female,35-44,Quality,2019
195,深圳,1st-tier,茶百道,Fruit Tea,20.56,1,20.56,Delivery,female,35-44,Quality,2019
196,上海,1st-tier,奈雪,Light Milk Tea,26.43,3,79.29,Delivery,female,25-34,Quality,2019
197,北京,1st-tier,奈雪,Oat Milk Tea,20.59,3,61.77,Delivery,female,25-34,Quality,2019
198,西安,2nd-tier,喜茶,Milk Tea / Cheese Foam / Others,32.04,1,32.04,Dine-in,male,18-24,Novelty,2019
199,重庆,2nd-tier,沪上阿姨,Oat Milk Tea,20.66,3,61.98,Delivery,male,25-34,Novelty,2019
200,成都,2nd-tier,喜茶,Light Milk Tea,12.97,1,12.97,Delivery,female,35-44,Quality,2019
201,上海,1st-tier,蜜雪冰城,Fruit Tea,14.27,3,42.81,Delivery,male,18-24,Social,2019
202,株洲,3rd-tier,茶百道,Fruit Tea,16.7,1,16.7,Delivery,female,18-24,Novelty,2019
203,深圳,1st-tier,奈雪,Fruit Tea,28.83,1,28.83,Dine-in,male,18-24,Quality,2019
204,杭州,2nd-tier,古茗,Milk Tea / Cheese Foam / Others,9.93,2,19.86,Pick-up,female,Over 45,Novelty,2019
205,南昌,3rd-tier,茶百道,Light Milk Tea,28.25,2,56.5,Delivery,female,25-34,Novelty,2019
206,南京,2nd-tier,喜茶,Fruit Tea,24.21,3,72.63,Dine-in,male,35-44,Novelty,2019
207,株洲,3rd-tier,古茗,Oat Milk Tea,21.13,1,21.13,Dine-in,female,35-44,Novelty,2019
208,襄阳,3rd-tier,其余（Others）,Low-Sugar Tea Drinks,30.1,1,30.1,Delivery,female,18-24,Novelty,2019
209,桂林,3rd-tier,喜茶,Light Milk Tea,24.66,3,73.98,Dine-in,male,18-24,Novelty,2019
210,桂林,3rd-tier,蜜雪冰城,Fruit Tea,30.99,2,61.98,Delivery,female,18-24,Quality,2019
211,北京,1st-tier,茶百道,Light Milk Tea,28.54,1,28.54,Delivery,female,25-34,Quality,2019
212,上海,1st-tier,古茗,Low-Sugar Tea Drinks,14.22,3,42.66,Dine-in,male,18-24,Novelty,2019
213,杭州,2nd-tier,蜜雪冰城,Low-Sugar Tea Drinks,12.58,3,37.74,Delivery,male,25-34,Novelty,2019
214,西安,2nd-tier,蜜雪冰城,Oat Milk Tea,13.5,1,13.5,Delivery,male,18-24,Quality,2019
215,洛阳,3rd-tier,古茗,Light Milk Tea,9.45,3,28.35,Pick-up,female,25-34,Quality,2019
216,杭州,2nd-tier,奈雪,Low-Sugar Tea Drinks,33.76,1,33.76,Dine-in,female,18-24,Novelty,2019
217,上海,1st-tier,奈雪,Low-Sugar Tea Drinks,34.74,1,34.74,Pick-up,female,35-44,Quality,2019
218,南京,2nd-tier,古茗,Light Milk Tea,21.59,2,43.18,Delivery,male,35-44,Social,2019
219,武汉,2nd-tier,蜜雪冰城,Low-Sugar Tea Drinks,11.64,2,23.28,Delivery,female,35-44,Novelty,2019
220,武汉,2nd-tier,蜜雪冰城,Milk Tea / Cheese Foam / Others,11.51,2,23.02,Dine-in,male,25-34,Quality,2019
221,深圳,1st-tier,茶百道,Light Milk Tea,20.95,1,20.95,Delivery,female,35-44,Quality,2019
222,成都,2nd-tier,奈雪,Low-Sugar Tea Drinks,12.86,2,25.72,Delivery,female,35-44,Quality,2019
223,武汉,2nd-tier,沪上阿姨,Light Milk Tea,18.73,3,56.19,Delivery,male,35-44,Social,2019
224,杭州,2nd-tier,CoCo,Light Milk Tea,32.59,1,32.59,Pick-up,male,Over 45,Quality,2019
225,武汉,2nd-tier,其余（Others）,Fruit Tea,25.91,3,77.73,Delivery,female,18-24,Novelty,2019
226,株洲,3rd-tier,喜茶,Low-Sugar Tea Drinks,16.2,2,32.4,Delivery,female,35-44,Quality,2019
227,北京,1st-tier,蜜雪冰城,Light Milk Tea,30.38,1,30.38,Pick-up,male,35-44,Novelty,2019
228,株洲,3rd-tier,喜茶,Oat Milk Tea,21.15,1,21.15,Dine-in,male,18-24,Novelty,2019
229,北京,1st-tier,蜜雪冰城,Fruit Tea,32.4,3,97.2,Delivery,male,Over 45,Novelty,2019
230,株洲,3rd-tier,喜茶,Light Milk Tea,34.53,2,69.06,Dine-in,female,35-44,Social,2019
231,成都,2nd-tier,茶百道,Low-Sugar Tea Drinks,34.48,1,34.48,Delivery,male,35-44,Novelty,2019
232,上海,1st-tier,古茗,Light Milk Tea,8.79,2,17.58,Delivery,female,25-34,Quality,2019
233,上海,1st-tier,蜜雪冰城,Low-Sugar Tea Drinks,13.54,2,27.08,Delivery,female,18-24,Quality,2019
234,广州,1st-tier,茶百道,Fruit Tea,31.48,1,31.48,Dine-in,female,18-24,Novelty,2019
235,上海,1st-tier,茶百道,Oat Milk Tea,27.2,1,27.2,Dine-in,female,18-24,Social,2019
236,南昌,3rd-tier,蜜雪冰城,Low-Sugar Tea Drinks,29.1,3,87.3,Dine-in,female,25-34,Quality,2019
237,襄阳,3rd-tier,CoCo,Light Milk Tea,12.86,1,12.86,Delivery,female,25-34,Quality,2019
238,南京,2nd-tier,蜜雪冰城,Oat Milk Tea,10.02,3,30.06,Dine-in,male,25-34,Quality,2019
